ID,Comment Text,Translated
2234,나같으면 빡처서 바로 다 폭로해버림...,"Nếu là tao thì tao điên tiết lên và bóc phốt hết luôn rồi...
"
2235,하진짜 지보다 훨 어린애 한테 그렇게 잔인하게 행동하고싶나 인간이 진짜 더럽게 악독하다 우리 아역배우 새론이 살려내ㅠ 유독 슬펐는데 더 가슴 찢어지네 ㅠ,"Trời ơi, mấy người thật sự muốn đối xử tàn nhẫn với một đứa trẻ nhỏ hơn mình nhiều như vậy hả, con người thật sự xấu xa và độc ác. Hãy cứu lấy diễn viên nhí Sae Ron của chúng tôi. Tự nhiên thấy buồn và đau lòng hơn."
2236,아니 그니까 김수현이<br>최전성기를 누릴 27살에 15살 중딩을 여자로 보고 사귀었다는거야? 그딴 페도필리아 새끼가 대한민국에서 손 꼽히는 몸값 처비싼 남배라는거야? 이걸 관련 업계의 모두가 입을 싹닫고 있었다는거야? 회당 출연료 몇 억씩 받는 새끼가 7억 때문에 사람을 나락으로 보내고 모르는 척 하고 있었다는거야?,"Ý là Kim Soo Hyun đang ở đỉnh cao sự nghiệp ở tuổi 27 mà lại hẹn hò với một đứa học sinh cấp 2 15 tuổi á? Cái thằng ấu dâm đó lại là nam diễn viên có giá trị cao hàng đầu ở Hàn Quốc á? Tất cả những người trong ngành đều im hơi lặng tiếng về chuyện này á? Cái thằng nhận mấy trăm triệu won tiền thù lao cho mỗi tập phim lại đẩy người khác xuống địa ngục chỉ vì 700 triệu won rồi giả vờ như không biết gì á?
"
2237,"가세연이 폭로해서 반은 안 믿고 있었는데<br><a href=""https://www.youtube.com/watch?v=wO1VjpwVS3E&amp;t=2516"">41:56</a> 이건 ㅅㅂ빼박이잖아;;;<br>진짜 수현아 역겹다","Tôi đã không tin hoàn toàn sau khi Gaseyeon tiết lộ, nhưng 41:56 trong video này thì đúng là không thể chối cãi được nữa rồi. Soo Hyun à, thật kinh tởm."
2238,경기도지사 내세금으로 월급 타잖아.꺼저라,Thằng này ăn lương từ tiền thuế của dân tỉnh Gyeonggi đấy. Biến đi.
2239,원내대표 사퇴해라 권성동.권영세,"Quyền Sung Dong, Quyền Young Se, từ chức Trưởng đại diện đảng đi.
"
2240,진짜 김수현 개소름돋는다 니가 인간이니? 저렇게 어린 애를 만날 거면서 그렇게 힘든 시기에 7억 달라고 소송을 건다고? 어린 애 꼬셔서 몇년을 연애해놓고? ㅋㅋㅋ 그래놓고 방송에 잘만 나오는 구나 진짜 최악이다,"Thật sự Kim Soo Hyun làm tôi nổi da gà. Anh là con người à? Định gặp gỡ một đứa trẻ con như vậy nên mới kiện đòi 7 tỷ won vào thời điểm khó khăn đó hả? Dụ dỗ trẻ con hẹn hò mấy năm trời? ㅋㅋㅋ Vậy mà vẫn lên sóng ngon lành ha, đúng là tệ nhất."
2241,전지현 화교,Jeon Ji-hyun là người Hoa
2242,김수현 진짜 소름 돋는다 무서운 놈,"Kim Soo Hyun thật sự nổi da gà, đúng là kẻ đáng sợ."
2243,7억없어도 사는 사람이 굳이 사지로 내모냐..,"Đẩy người không có 700 triệu won vào chỗ chết làm gì...
"
2244,연예계 활동하면서 언제 폭로할지도 모르니 조마조마 했겠지. 죽어주면 모든게 조용해질거라 생각하고 내심 그걸 바랬을거임. 헤어진 마당에 연예계 활동 못하게 짓밟은것도 그렇고. 더 잘나가서 언젠가 미성년자일때 사귀었다는게 드러나면 안되니까 ㅋ,Chắc hẳn là đã nơm nớp lo sợ không biết sẽ bị phanh phui ra lúc nào trong quá trình hoạt động giải trí. Trong lòng thì mong người kia chết đi cho mọi chuyện chìm xuồng. Đã chia tay rồi mà còn giẫm đạp để không cho người ta hoạt động nghệ thuật nữa. Chắc là sợ sau này người ta nổi tiếng hơn thì việc mình từng hẹn hò với người chưa thành niên sẽ bị lộ ra.
2245,근데 어라? 고인이 바보같애서 가족도 끝까지 바보처럼 가만히 있어줄줄 알았는데 그게 아니네? 어쩌지 줘엇됐네? 😂,"Ủa kì vậy? Tưởng người đã khuất ngu ngốc nên gia đình cũng sẽ ngu ngốc mà im lặng đến cùng, ai ngờ không phải? Sao đây, toi rồi?
"
2246,망자의 말을 허위사실이라고 하는건 정말 두번 죽이는것입니다. 반드시 명예훼손으로 고소해주시기 바랍니다. 김새론님 편안히 눈감을수 있게 해주세요.,"Việc nói lời của người đã khuất là sai sự thật chẳng khác nào giết họ thêm một lần nữa. Nhất định phải khởi kiện tội phỉ báng. Hãy để Kim Sae Ron được yên nghỉ.
"
2247,김새론이 폭로하려 했는데 김수현이랑 관계된 사람들이 너무 많아서(일종의 김수현 게이트) 결국 포기한듯<br>거의 방시혁이 민희진 죽일때처럼 언플질을 했으니,"Có vẻ như Kim Sae Ron đã định tiết lộ chuyện gì đó nhưng vì có quá nhiều người liên quan đến Kim Soo Hyun (một dạng Kim Soo Hyun gate) nên cuối cùng đã từ bỏ. Gần như là Bang Si Hyuk đã dùng chiêu trò truyền thông bẩn thỉu như khi giết Min Hee Jin vậy.
"
2248,아 오늘 본방 놓치고 차에서 보는데… 빡치네… 김수현… 젓갈을 담굴새끼 후…,"Á đù, hôm nay lỡ mất buổi phát sóng trực tiếp, đang xem trên xe thì... tức á. Kim Soo Hyun... Cái thằng đáng bị đem đi muối젓 kia... hu...
"
2249,"그녀는 평생 친절한 사람이었고, 김수현을 모욕한 적도 없고, 두 사람의 관계에 대한 소문을 퍼뜨린 적도 없습니다.","Cô ấy là một người tốt bụng cả đời, chưa bao giờ xúc phạm Kim Soo Hyun, và cũng không lan truyền tin đồn về mối quan hệ của cả hai.
"
2250,김수현 전에 친구들하고 무슨 속옷 쇼핑몰 사진이었나 회색 속옷 사진? 그 사진 본 이후로 그때부터 별그대고 뭐고 다 안 봤음,"Từ sau khi xem ảnh Kim Soo-hyun chụp đồ lót màu xám với bạn bè quảng cáo cho một trang mua sắm đồ lót nào đó thì tôi đã không xem Vì sao đưa anh tới hay bất cứ phim gì của anh ta nữa.
"
2251,이놈은 사람 아니라 괴물이야,"Thằng này không phải người mà là quái vật.
"
2252,난 사실 알고있었어... 자살한 그 시점부터 누가 배후에 있었는지 모든 퍼즐이 맞춰지더라... 사람이 죄를 지으면 응당 벌은 받게되어있더라. 특히 이런 죄질이 나쁜 죄는 특히 더.. <br>모든걸 다 안고 죽어야만 끝날거라고 생각했던 그녀가 너무 안타깝다.. <br>그대로 다 돌려받길 바란다. 이 악질 범죄자야.,"Tôi thực sự đã biết từ lâu rồi... Từ thời điểm người đó tự sát, tất cả các mảnh ghép về kẻ đứng sau đã khớp lại với nhau... Người gây tội ắt sẽ phải chịu phạt. Đặc biệt là những tội ác tồi tệ như thế này...
Tôi thấy tiếc cho cô ấy, người đã nghĩ rằng mọi chuyện chỉ kết thúc khi ôm tất cả mọi thứ và chết đi...
Tôi hy vọng hắn ta sẽ nhận lại tất cả. Tên tội phạm độc ác kia ạ.
"
2253,왜 김새론같이 상식적이고 성숙한 사람만 죽을까,Sao chỉ có những người có lý trí và chín chắn như Kim Sae Ron mới khổ thế này?
2254,음주운전만 안했어도 ㅜ,"Giá mà không lái xe khi say rượu thì đã... (tiếc nuối)
"
2255,"“아저씨. <br>아저씨도 제가 창피하죠? 그래서 모른 척했죠? <br>그래도 안 미워요. <br>아저씨까지 미워하면 내가 좋아하는 사람 한 개도 없어. <br>그 생각 하면 여기가 막 아파요. <br>그러니까 안 미워할래.” <br><br>착한 새론양 저 맘 가지고서 끝까지 혼자 다 안고서 외롭게 그 길 어떻게 갔어요..<br>그래도 원빈 아저씨가 배웅해 줘서 우리 새론양 덜 무서웠으려나..<br>부디부디 그곳에선 외롭지 말아요. 미안해요. 아픔 몰랐어서.","""Chú à.
Chú cũng thấy cháu xấu hổ đúng không? Nên mới giả vờ không quen đúng không?
Nhưng cháu không ghét chú đâu.
Nếu ghét cả chú nữa thì cháu sẽ chẳng còn ai để thích cả.
Nghĩ đến điều đó thôi là tim cháu đau lắm rồi.
Nên cháu sẽ không ghét chú đâu.""

Cô bé Sae Ron đáng thương đã ôm hết những tâm sự đó một mình và cô đơn đi trên con đường ấy như thế nào...
Nhưng có lẽ chú Won Bin đã tiễn em ấy đi, nên Sae Ron của chúng ta đỡ sợ hơn thì phải...
Mong em ở thế giới bên kia sẽ không cô đơn. Xin lỗi vì đã không biết nỗi đau của em."
2256,김새론 개착하네 진짜;;;;;; 끝까지 공개 안 하고 죽다니,Kim Sae Ron tốt bụng thật sự;;;;;; Đến cuối cùng vẫn không công khai và chết.
2257,여자가 남자를 잘 되게 할 수는 어려워도 한을 품고 골로 가게 하는 것은 쉬운일이야  맞는 말인듯,"Phụ nữ có thể giúp đàn ông thành công thì khó, nhưng khiến đàn ông ôm hận rồi đi tong thì dễ như bỡn. Có vẻ đúng đấy.
"
2258,너무 슬퍼요 ㅜㅜ 눈물 나요,Buồn quá ㅜㅜ Muốn khóc
2259,김새론씨 불쌍해서 어떡해요ㅜ,"Thương Kim Sae Ron quá, phải làm sao đây ㅜ
"
2260,너무 악질적인 사건이네. 15살 미성년자를 그루밍하고 괴롭히다가  결국 죽음으로 몰아넣었네. 피해자는 마지막 순간까지 사랑이라고 믿었겠지만..,"Vụ việc quá tồi tệ. Grooming và hành hạ trẻ vị thành niên 15 tuổi rồi đẩy em đến chỗ chết. Nạn nhân chắc hẳn đã tin đó là tình yêu đến phút cuối...
"
2261,7 억 껌값도 아닐놈이~~이건 빼박이네!! 김수현 좋게 봤더만 완존 더런것이네😡😡😡😡😡😡😡😡😡,"Thằng khốn này đáng giá chưa đến 700 triệu won... Lần này thì hết chối cãi nhé!! Tôi đã từng nghĩ tốt về Kim Soo Hyun nhưng hóa ra lại là một kẻ hoàn toàn bẩn thỉu.
"
2262,"<a href=""https://www.youtube.com/watch?v=wO1VjpwVS3E&amp;t=3940"">1:05:40</a>  입고 있는 옷도 꼭 중국인민해방군 무늬 같네 ㅎㄷㄷ","<a href=""https://www.youtube.com/watch?v=wO1VjpwVS3E&amp;t=3940"">1:05:40</a> Bộ quần áo đang mặc cũng có họa tiết giống quân Giải phóng Nhân dân Trung Quốc ghê. ớn lạnh"
2263,KSH = Pedofil,KSH = ấu dâm
2264,와... 소름끼치게 미성년 범죄라니...,"Wow... Rợn cả người, tội phạm vị thành niên cơ đấy...
"
2265,이제  어찌,Giờ phải làm sao
2266,아니 이거 심각한 문제임.... 기가차네,"Không, đây là một vấn đề nghiêm trọng đấy... Cạn lời.
"
2267,"와 소름,, 저 디즈니플러스 지드래곤 굿데이 프로그램에서 저렇게 놀고 싶었을까..; 사람 그렇게 안 봤는데 양심도 없는 거보니 싸이코페스였네.. 하차가 문제가 아니라 범죄자 퇴출;;이고 김새론 팬으로 너무 화가나고 엽겹다. 나랑 동갑인데 아무 것도 모르는 애기를 꼬셔서 뭔 짓거리를;; 가정교육 잘 못 됐다 본다;","Wow, nổi da gà... Hèn gì hắn ta muốn quẩy như vậy trong chương trình Good Day của G-Dragon trên Disney Plus..; Không ngờ hắn lại là loại người đó, nhìn không ra gì cả, đúng là đồ không có lương tâm, đúng là đồ tâm thần.. Việc hắn ta rời chương trình không phải là vấn đề, mà là phải tống cổ tên tội phạm này đi;; Là fan của Kim Sae Ron, tôi thấy quá tức giận và ghê tởm. Bằng tuổi tôi mà lại dụ dỗ con bé còn chưa biết gì để làm mấy trò bẩn thỉu;; Chắc chắn là do gia đình dạy dỗ không ra gì rồi;
"
2268,go to jail kim soo hyun,Kim Soo Hyun vào tù đi.
2269,범죄자 새끼네,"Đồ tội phạm.
"
2270,와 개극혐 장근석이랑 잘맞나보네,Ghê tởm. Có vẻ hợp với Jang Geun Suk đấy.
2271,국민의힘에 찐국회의원은 10명도 안 되는 듯...,"Chắc trong 국민의힘 (Quyền lực quốc dân) đến 10 người là cùng là nghị viên quốc hội thực thụ...
"
2272,天呐‼️没想到他是这样的人,"Trời ơi!! Không ngờ anh ta lại là người như vậy.
"
2273,"김수현이 중국에서 잘 나가는 이유;<br>펑리위안은 2014년 7월 3일, 남편 시진핑과 함께 한국을 방문했을 당시 창덕궁을 둘러보는 자리에서 시진핑의 젊은 시절 사진이 드라마 별에서 온 그대의 주인공 도민준(김수현扮)과 닮았다고 언급했었다🤢","Lý do Kim Soo Hyun nổi tiếng ở Trung Quốc:

Ngày 3 tháng 7 năm 2014, khi Bành Lệ Viên cùng chồng là Tập Cận Bình đến thăm Hàn Quốc, bà đã đề cập rằng bức ảnh thời trẻ của Tập Cận Bình giống với Đô Min Joon (do Kim Soo Hyun thủ vai), nhân vật chính trong bộ phim ""Vì sao đưa anh tới"" trong một buổi tham quan Xương Đức Cung. 🤢
"
2274,화교 시러 내 피 빨아먹는 모기들이야,"Ghét người Hoa, lũ muỗi hút máu của tôi.
"
2275,뽀뽀한사진 나왔으면 끝난거지 <br>안사귀긴 뭘 안사겨  언젠가 들통난다. <br>거짓말은 하면할수록 걷잡을 수 없이 커지니 <br>남자답게 인정할건 인정을해라.,"Ảnh hôn hít đã lộ ra rồi thì còn gì nữa.

Không hẹn hò cái gì, sớm muộn gì cũng bị lộ thôi.

Lời nói dối càng nói càng không thể kiểm soát được.

Hãy thừa nhận những gì cần thừa nhận một cách đàn ông đi.
"
2276,중학생의 첫사랑 얼마나 사랑하고 이뻐하고 그사람밖에 안보였을텐데 배신당해 ㅡ너무가슴이 아프다,"Mối tình đầu của học sinh cấp hai, hẳn là yêu và quý mến biết bao, trong mắt chỉ có người đó thôi, vậy mà lại bị phản bội, đau lòng quá.
"
2277,이번기회에 친중연예인  다  몰아내야함,Phải loại bỏ hết những nghệ sĩ thân Trung Quốc trong cơ hội này.
2278,네 아빠는 정말 대단해,"Bố bạn thật sự rất tuyệt vời.
"
2279,근데 육년을 사겨놓고 어떻게<br>사실무근이라 할수있지,"Nhưng mà yêu nhau tận 6 năm rồi, sao có thể nói là vô căn cứ chứ."
2280,리누이? 삼마담 가방,"Linuoui? Túi xách SamMadam
"
2281,김새론 끝까지 말안하고 갔네...안타깝다...,"Kim Sae Ron cuối cùng đã không nói gì và rời đi... thật đáng tiếc...
"
2282,김새론이랑 만나기전에 ㅅㅎ랑 만났다는건 알고 있었는데 16살 김새론?,"Tôi biết anh ta đã hẹn hò với ㅅㅎ trước khi gặp Kim Sae Ron, nhưng Kim Sae Ron 16 tuổi á?
"
2283,와 김수현 개 ㅅㄹㄱ 였네😭,"Ôi Kim Soo Hyun đúng là đồ tồi.
"
2284,KSH DASAR ORGILLLL JAHAT BET,KSH MẤY NGƯỜI CƠ BẢN ĐỀU LÀ LŨ NGƯỜI XẤU
2285,가세연이 없었으면….진짜 이런 억울함들 어디서 풀어,"Nếu không có Kaseyeon... thật sự không biết phải giải tỏa những ấm ức này ở đâu.
"
2286,김세의한테 고맙다 김새론 억울함 꼭좀 풀어주고 김수현 박살 내주세요,Cảm ơn Kim Se-eui. Nhất định phải giải oan cho Kim Sae-ron và tiêu diệt Kim Soo-hyun.
2287,BUAT SUBTITLE INDONESIA NYA LA OM,Làm phụ đề tiếng Indonesia đi anh bạn
2288,김수현 전에부터 안좋은 소문 많터니.. ㅉㅉ,Trước đây đã có rất nhiều tin đồn không hay về Kim Soo Hyun rồi... Haizz.
2289,7억을 어디에 사용했는지에 대한 조사도 철저하게 해주세요 애초에 그렇게 많이 나올리가 없답니다. 새론이가 얼마나 많이 힘들었을까 ㅠㅠ 보니하니때 울 애들이 하니언니 정말 좋아했는데 ㅠㅠ 어린나이에 얼마나 힘들었을까.. 이제라도 바로 잡을거 바로 잡고 그곳에서는 편히 쉬기를 바랄게요 아까운 배우 한명을 또 잃었네요 ㅠㅠ,"Hãy điều tra triệt để số tiền 700 triệu won đó đã được sử dụng vào việc gì. Ngay từ đầu thì không thể có chuyện nhiều đến thế được. Sae Ron đã phải khó khăn đến mức nào chứ ㅠㅠ. Lúc còn ở Boni Hani, bọn trẻ nhà tôi thích chị Hani lắm ㅠㅠ. Tuổi còn nhỏ mà đã phải khổ sở đến thế... Giờ thì mong là những gì cần phải sửa chữa sẽ được sửa chữa, và em sẽ được yên nghỉ ở nơi đó. Lại mất đi một diễn viên đáng tiếc nữa rồi ㅠㅠ.
"
2290,돈 때문에 역사를 왜곡시키는데 동참하는구나...,"Vì tiền mà đồng lõa bóp méo lịch sử rồi...
"
2291,와 씻빨..진짜 사겼네ㅋㅋㅋㅋㅋㅋ와ㅋㅋ20대 후반이 10대를??? 그것도 중학생을??????????????진짜 미쳤다 미쳤어..<br>옛날에 용감한 기자들인가 거기서 여자관련 말 나온 연옌 중 하나도 김수현이라고 사람들이 그랬던거같은데..이거보니깐 그거 생각나네..ㅋㅋ,"Ôi vãi...thật sự hẹn hò luôn kìa ㅋㅋㅋㅋㅋ ôi ㅋㅋㅋ U30 hẹn hò với U20??? Hơn nữa còn là học sinh cấp 2?????????????? Điên thật rồi điên thật rồi...
Ngày xưa trong dũng cảm ký giả có một người nổi tiếng được đồn đoán có liên quan đến phụ nữ, mọi người nói là Kim Soo Hyun thì phải... Thấy cái này cái nhớ lại chuyện đó..ㅋㅋ
"
2292,진실을 계속 밝혀주세요.,"Hãy tiếp tục phơi bày sự thật.
"
2293,국힘은 아직도 웰빙하냐? 중학생이 시국 선언 나오는 마당에 ㅅㅂ 웰빙해?? 정신차려,"Ủa, Quốc Dân Chi Lực vẫn còn đang hưởng lạc à? Đến cả học sinh cấp 2 còn phải ra tuyên bố về thời cuộc rồi mà ㅅㅂ vẫn hưởng lạc á?? Tỉnh lại đi"
2294,"이모분 어제랑 약간 다르시단 느낌 ,, 나만그런가 ㅠ","Có cảm giác dì hôm nay hơi khác so với hôm qua, chỉ mình tôi thấy vậy thôi hả ㅠ
"
2295,끝까지 들어보니 진짜 좀 그렇네요,"Nghe đến cuối thì thấy hơi kỳ cục thật.
"
2296,어떤부분이요?? 궁금,Ở đoạn nào ạ?? Tôi tò mò
2297,"KSH, Dia bukan manusia.. Dia tidak punya hati. Kasian sekali kamu Saeronku. Semoga dia menyesal dan menebus kejahatannya seumur hidupnya.","KSH, anh ta không phải là người... Anh ta không có trái tim. Thương Saeron của tôi quá. Mong anh ta hối hận và chuộc lại tội lỗi cả đời.
"
2298,증거를 떠 밀어줘도 안 믿는애들은 뭘까.... 김수현 진짜 더럽다 ㅠ,Những đứa đến bằng chứng đẩy cho tận mặt còn không tin là sao... Kim Soo Hyun thật bẩn thỉu ㅠ
2299,예능나와서 사람좋은척은 다 연기였어 이래서 연예인은 믿거 해야하는거야 비열하기 짝이 없네  돈 인기만 쫓는 모든게 거짓인 인간,"""Hóa ra lên show giải trí diễn bộ mặt tốt đẹp đều là diễn. Bảo sao giới nghệ sĩ phải 'cạch mặt'. Hèn hạ hết chỗ nói. Đúng là lũ người dối trá chỉ biết chạy theo tiền bạc và danh tiếng.""
"
2300,28살난 내 아들이 16살 여자애 좋다고 따라다니면 호적에서 파버린다.,"Nếu thằng con trai 28 tuổi của tao mà thích rồi chạy theo một đứa con gái 16 tuổi thì tao sẽ đuổi nó khỏi hộ tịch.
"
2301,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅇㅈ 어디가 모자라거나 덜떨어진거임 높은곳에서 던져야됨ㅋㅋ아 ㅈㄴ웃기네.,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ đồng ý. Bị thiếu cái gì hay là bị ngu ấy. Phải ném từ trên cao xuống. ㅋ Á đù, buồn cười vãi.
"
2302,성범죄 아님?,"Đây không phải là tội phạm tình dục sao?
"
2303,미국이면 교도소 행임😮,"Nếu ở Mỹ thì đi tù nhé.
"
2304,솔직히 말해서<br>나 가세연 안좋아함. 가세연 싫음<br>근데 이 사안은<br>채널에 대한 호불호 문제를 떠나서<br>인간이 인간에 대한 최소한의 예의가 무엇인질<br>옳고그름을 명확히 따져봐야 할<br>심각한 문제라고 생각함..<br>성인이라면 인간이라면<br>더구나 심지어 많은 사람들에게 사랑받는 연예인이라면<br>해서는 안되는 일이 무엇인진 충분히 알텐데..어떻게;,"Thẳng thắn mà nói, tôi không thích Gaseyeon. Ghét Gaseyeon. Nhưng vụ này, bỏ qua vấn đề thích hay không thích kênh, tôi nghĩ đây là một vấn đề nghiêm trọng mà chúng ta phải xem xét rõ ràng về những phép tắc tối thiểu giữa người với người là gì, cái gì đúng cái gì sai. Nếu là người trưởng thành, là con người, hơn nữa lại là người nổi tiếng được nhiều người yêu mến, chắc chắn phải biết những việc không nên làm chứ... Sao có thể như vậy chứ;"
2305,너무나 공감합니다,"Tôi đồng cảm sâu sắc.
"
2306,ㄹㅇ 나도 가세연 싫어하는데 그와 별개로 이런 명확한 증거가 있는 사건을 어떤 기자들도 다루지 않는다는게 충격임. 진심 도찐개찐이야.,"Thật sự tôi cũng ghét Gaseyeon, nhưng ngoài điều đó ra, việc không một phóng viên nào đưa tin về một vụ án có bằng chứng rõ ràng như thế này thật là sốc. Thành thật mà nói, chẳng khác gì nhau cả.
"
2307,가세연은 항상 진실을 이야기했는데 ㅋㅋㅋㅋ 뭐가 싫다는거임? 너처럼 착한척 순한척 말투만 이쁘게하는년보단 가세연처럼 확실하게 팩트로 파고들어서 선한사람 억울함 풀어주는게 백배나은거야^^,"Gaseyeon luôn nói sự thật mà ㅋㅋㅋㅋ Sao lại ghét họ chứ? Còn hơn mấy đứa chỉ biết giả nai, ăn nói ngọt xớt như mày, Gaseyeon bới móc bằng fact rõ ràng, giải oan cho người tốt còn gấp trăm lần hơn đấy^^
"
2308,@@또잉뾰이잉돈으로 언론 통제 하는거죠 뭐 돈이많은 소속사니,"Chắc là kiểm soát truyền thông thôi, vì công ty quản lý có nhiều tiền mà.
"
2309,그래도  결국 가세연이더라,"Rốt cuộc thì vẫn là Kaseyeon.
"
2310,Người việt nam đâu rồi ạ❤❤❤❤,"Người Việt Nam đâu rồi ạ ❤❤❤❤
"
2311,"나 진짜 지금까지 스캔들 터져서 망한 연예인들 많이 봤는데, 이번 건 진짜 말도 안 돼. 난 너가 그래도 ‘클린’한 줄 알았는데… 내가 너무 순진했나 봐","Tôi đã thấy rất nhiều người nổi tiếng tiêu tan sự nghiệp vì scandal, nhưng vụ này thì quá sức tưởng tượng. Tôi cứ nghĩ cậu là người ""trong sạch"" chứ... Chắc tôi ngây thơ quá rồi."
2312,미쳤네 그냥ㅋㅋ 말이 안나온다,"Điên thật rồi ㅋㅋ Không nói nên lời.
"
2313,벌받아야 함,"Đáng bị phạt.
"
2314,애인이라고 말도 하지마 애인 아니야 이거.. 다른 문제들도 심각한데 중학생을 건드린게 머리가 지끈지끈함,"Đừng có nói là người yêu, không phải người yêu đâu cái này... Mấy vấn đề khác cũng nghiêm trọng rồi, đằng này còn động vào học sinh cấp 2 nữa chứ, đau đầu thật sự."
2315,그루밍범죄,"Tội phạm dụ dỗ, lôi kéo trẻ em"
2316,ㅅㅂ 중학생때 암것도모르는 예쁜여자애하나 지입맛대로 다 시키고 놀았겠네 어린얘면 속이는것도 쉬울거고 새론이 술못마시니까 놀때는 다른여자랑 놀고 진짜 재밌었겠네 서예지만 다시계약받아주고 김새론만 팽당한것도 이상하다했는데 잘생긴고영욱임;;,"Chắc hồi cấp 2 dụ dỗ con bé xinh gái ngây thơ xong sai khiến nó đủ điều nhỉ. Trẻ con thì dễ lừa gạt, chắc hồi đó Sae Ron không biết uống rượu nên lúc đi chơi toàn đi với đứa khác, vui phải biết. Lúc trước thấy lạ là tại sao chỉ có Seo Ye Ji được tái ký hợp đồng còn Kim Sae Ron thì bị đá, hóa ra là Go Young Wook phiên bản đẹp trai à."
2317,김세의 기자가 옳았네…박근혜대통령도 끝까지 챙기던 의리있는 모습 멋있습니다.그때는 몰랐던것 이제 알게 되었어요.<br>지지합니다.가세연!,"Nhà báo Kim Se-ui đã đúng... Tổng thống Park Geun-hye luôn quan tâm đến mọi người đến phút cuối, thật tuyệt vời. Lúc đó tôi không biết, giờ thì tôi đã hiểu.
Tôi ủng hộ. Gaseyeon!
"
2318,원빈이 진짜 아저씨엿네 ㅋ ㅜㅜ,"Won Bin đúng là chú rồi ㅋㅋㅜㅜ
"
2319,전화도 차단 했다는데 저 메시지 볼 리가? 챗도 차단이겠지.,"Nghe nói chặn cả số điện thoại rồi thì làm sao mà thấy tin nhắn được? Chắc chắn cũng chặn cả chat rồi.
"
2320,사촌언니 번호로 문자한 것임.,"Chắc là nhắn tin bằng số của chị họ.
"
2321,@@kuxx7605근데 솔직히 저건 비난은 받아도 증거로는 못됨.   저의 친구들도 자주 살려줘 하는 말을 하거든요.  살려주 돈꿔줘.. 이런말,"Thật lòng mà nói, cái đó có bị chỉ trích thì cũng không thể xem là bằng chứng được. Bạn bè tôi cũng hay nói ""cứu với"" lắm. Cứu với, cho mượn tiền... kiểu vậy đó.
"
2322,900억 버는 새끼가 ...7억을 ㅜ,"Một thằng kiếm 90 tỷ won mà lại đi (tiếc) 700 triệu won... ㅜ
"
2323,빨강팬티 김수현 그때 부터 아라봤음 ㅋㅋ,"Quần lót đỏ Kim Soo Hyun, tôi đã nhận ra từ lúc đó rồi ㅋㅋ
"
2324,ㅇㅈ,"Công nhận.
"
2325,너무 싫어 너무 싫어 김수현,"Ghét cay ghét đắng, ghét Kim Soo Hyun"
2326,김새론도 최소한의 자존심이라는게 있었을텐데... 오죽했으면 다시 연락해서 도와달라고 문자를 보냈을까... 누구는 연락하고 싶어서 했을까... 지푸라기라도 잡는 심정으로 한거지... 근데 전화번호를 기자들한테 돌려.....? 6년이면 오래 만난건데 아무리 지나간 연인이라고 해도 그렇지 6일 뒤에 있는 지디 파티는 참석해야만 했고... 그치? 인터뷰대로면 새론이가 정말 배우라는 자존심 다 내려놓고 회사 어떻게든 도와줄려고 별 일을 다 맡아서 도와준것 같은데... 김수현 이 쓰레기야... 니가 진심 인간이냐...? 이 쓰레기 bird끼야... 니가 인간이냐고....얘는 진짜 악마다... 최소한의 배려도..  정도 없는.. 돈에만 미친 놈 내가 진짜 왠만하면 저주 안하겠는데 김수현 너는 꼭 천벌받아라,"Kim Sae Ron ít nhất cũng có lòng tự trọng... Nếu không đến mức đường cùng thì đã không nhắn tin nhờ giúp đỡ... Ai mà muốn liên lạc chứ... Chỉ là vớ được cọng rơm nào thì bám vào thôi... Vậy mà lại đưa số điện thoại cho đám ký giả...? 6 năm là khoảng thời gian dài, dù là người yêu cũ đi chăng nữa thì cũng quá đáng, 6 ngày sau còn phải đi dự tiệc của GD cho bằng được... Đúng không? Nếu đúng như phỏng vấn thì có vẻ như Sae Ron đã vứt bỏ hết lòng tự trọng của một diễn viên, làm đủ mọi việc để giúp công ty... Kim Soo Hyun, đồ rác rưởi... Anh có phải là con người không vậy...? Đồ rác rưởi bird... Anh có phải là con người không vậy....? Đúng là ác quỷ... Đến sự quan tâm tối thiểu cũng không có... Chút tình nghĩa cũng không... Chỉ biết có tiền, tôi thật sự không muốn nguyền rủa ai nhưng Kim Soo Hyun anh nhất định sẽ bị trời phạt.
"
2327,"그럼 지금까지 그 순진한 얼굴이랑 따뜻한 미소가 그냥 가면이었어? 난 네가 네 드라마에서는 영웅일 줄 알았는데, 이게 사실이라면 현실에서는 악역이네...","Vậy từ trước đến giờ, cái vẻ mặt ngây thơ và nụ cười ấm áp đó chỉ là giả tạo thôi sao? Tôi cứ tưởng bạn là anh hùng trong phim của bạn, nếu điều này là sự thật thì ngoài đời bạn là vai phản diện rồi...
"
2328,광고 위약금 다 물어주고 나오지마 이제,Đừng có trả hết tiền phạt vi phạm hợp đồng quảng cáo rồi đi ra đấy.
