ID,Comment Text,Token Count,Label
7240,dispatch. :”để anh tiễn chú “,11,Không ủng hộ
7241,cứu không nổi rồi.,6,Không ủng hộ
7242,dispatch lên rút dây thở,6,Không ủng hộ
7243,lại bảo không phải đi,5,Không ủng hộ
7244,không đổi được đâu,4,Không liên quan
7245,cất poster thui,3,Không ủng hộ
7246,Dispatch mang ảnh đi rồi,5,Trung lập
7247,Tặng các gái [写真],7,Không liên quan
7248,"Anh tao bị oan nha bây. Với lúc nổ ra ảnh giải quyết rất đàn ông, lên xin lỗi các bên liên quan vì đời tư ảnh hưởng đến mọi người và xin lỗi hẳn bên kia. Không giải thích biện minh. Hơn hẳn luôn ấy chứ.",53,Ủng hộ
7249,"Cho hỏi tí là, vụ này Kim soo hyun mà đúng thì tài sản có bị đóng băng không ạ",21,Trung lập
7250,"Xưa Anh Kim Seon Ho bị dân mạng chửi banh chành, mà dòm anh này mình thấy chữ LIÊM to đùng nên bênh, xong bị chửi. Time sau được minh oan anh trong sạch. Còn ông nậu Kim soo hyun…",54,Không ủng hộ
7251,"Về chuyện yêu đương của 2 người này thì không bàn tới. Đáng trách nhất là gia đìn chị bé này và cái xã hội hâm hâm dở dở của HQ á. Bà này đóng phim từ nhỏ ai cũng biết. Bả còng lưng ra nuôi gia đình, lo cho gia đình.",61,Không liên quan
7252,"tao nghĩ gia đình bé kia đang đánh tráo kinh nghiệm là quen biết từ 15 tuổi chứ không fai y từ 15 tuổi đâu, nói chung muốn hạ bệ ô này",35,Ủng hộ
7253,"Gia đình Kim sae ron chả tốt đẹp gì. Con vừa mất là làm ầm lên, chắc lúc bả còn sống bào tiền tới lúc bả mất cũng bán thông tin kiếm tiền",38,Không ủng hộ
7254,"vấn đề bạn gái cũ mất vào ngày sinh nhật kìa, còn ông kia chỉ ép phá thai chứ làm gì mà căng, đây là tính mạng người ta cơ mà",35,Không ủng hộ
7255,"Bên Hàn từ 16 tuổi trở lên là đủ tuổi rồi mà yêu từ 15 vẫn bị nói! Với cả những bức ảnh được công chiếu thời điểm đó cô ấy 19t ! Ở VIỆT NAM mấy bé cấp 3, 16,17 tuổi yêu đầy đó sao đâu. Mình chỉ thấy",56,Trung lập
7256,Bây giờ may ra mà Kim soo hyun công khai là bot thì mới được giải oan,18,Trung lập
7257,"Ủa sao dispatch không dí ngừoi nhà nhỉ, máy bào vậy mà củng hùa theo, oy sao không dí mấy đứa trước chửi rủa con bé đâu nhỉ , ngộ hen",38,Không ủng hộ
7258,"Dispatch lên bài đúng dài luôn á, nhưng mà thấy chuyến này Kim Soo Hyun xong đời rồi",19,Không ủng hộ
7259,rồi nhỏ dispacth rút ống thở của ảnh rồi nha sẵn tiễn ảnh đi thêm đoạn luôn rồi,20,Không ủng hộ
7260,Sao lúc 15 tuổi biết con quen mà không lên phốt nhỉ mà phải đợi đến tận bây giờ mới làm rùm beng lên.,26,Trung lập
7261,trời oi lôi tè le người vào vậy,8,Không liên quan
7262,"Khui ra để làm con tốt thí thì ổng khó chống lại được lắm, chuyến này tàn canh rồi",23,Không ủng hộ
7263,Đàng quàng thiệt mới cú được chứ má hâhhaha,14,Không ủng hộ
7264,ai nói ă.n bánh tao.rồi.ả tao.i.ề.n. bánh thì ă.n hết tao.i.ề.n tao.rồi.ả thì không.ò.i lại,47,Không liên quan
7265,quay xe được khúc nào thì quay dùm đi chứ tao cũng hết hy vọng là ảnh trong sạch rồi. đỡ được khúc nào đó để ảnh đóng phim tiếp đi huhu,35,Không ủng hộ
7266,Anh chồng làng chài ảnh liêmmmm,8,Ủng hộ
7267,tao nghĩ không vó chuyện quay xe mà chỉ dí thêm thôi,12,Không ủng hộ
7268,"Anh này dù có chống lưng thì vẫn đang bị lôi chuyện ra để làm con tốt thí đó thôi :, thôi thì kì này giải nghệ nghỉ hưu sớm là vừa nha anh",35,Không ủng hộ
7269,Nhìu người bênh ông này ghê. Tao không fan ai nhưng tao thấy ông này là nguyên nhân chính đẩy bả đến kết cục như vậy. Chứ chia tay xong rồi bả mất vì người.nhân khác thì không nói,44,Không ủng hộ
7270,đp hiện lên và nói tôi sẽ rút ống thở của Kim Soo Hyun,15,Không liên quan
7271,lên rút ống thở,4,Không ủng hộ
7272,"Lái xe gây tai nạn bạn nữ sai nhé! còn Kim soo hyun chỉ sai vì không công nhận chuyện tình cảm! Chấm hết, không fan ai! giờ đổ hết cho Người yêu cũ lậy đấy",45,Trung lập
7273,Kim soo hyun liên quan đến mạng người rồi thì có cứu đằng trời,14,Không ủng hộ
7274,"Cầu mong anh sẽ bị cdm bên Hàn chửi nhiều vô cho tao,đền hợp đồng nhiều vào,để hiểu cảm giác cô ấy phải chịu",32,Không ủng hộ
7275,"Nói chứ xem phốt của anh xong, anh đóng phim nào tao coi tiếp phim đó. Tao thấy nhân cách anh quá tốt. Làm ơn mắc oán. Cho vay tiền giờ bị nói là làm lơ.",42,Ủng hộ
7276,mẹ Dispacth đã hiện lên và rút ống thở,11,Không ủng hộ
7277,không nha: Dispacth nó đóng hòm luôn rồi,11,Không ủng hộ
7278,"Nhà D lên rồi, cứu đâu không thấy thấy dí cụ giáo về hành tinh ổng rồi",20,Không ủng hộ
7279,không du sik của tao,5,Không liên quan
7280,tao cũng mog là vậy bây ơi kệ đi quá khứ vẫn là quá khứ để tao có cái dog lựk để mà bước típ.,28,Không liên quan
7281,Kim seon hoo 1 thời tôi cũng ngày đêm đi bêhvì câu chưa drama liên quan đến chưa tình cảm mà bốc phốt nhau nó hèn hạ lắm& anh đã chiến thắng.Kim soo hyun cũng sẽ thắg,47,Ủng hộ
7282,"có tiền nhiều, lấp liếm được thì sẽ qua thôi....",15,Không ủng hộ
7283,Sợ không chịu được nhiệt mà 4 4 ấy. Chứ phong sát đã nhẹ nhàng,16,Không ủng hộ
7284,ảnh bị rút ống thở rồi nha,7,Không liên quan
7285,"con dispacth rút ống thở dùm rồi, vài nhãn hàng say bye rồi chứ có không có cứu gì hết trơn á",27,Không ủng hộ
7286,"Tao nghĩ Dispacth sẽ đẩy drama cho đến kịch nóc. Xong tung hạ đòn, đưa ra bằng chứng thép 1 cú diệt luôn bên còn lại. Chứ drama mà nó không lên đỉnh điểm thì nó cứ dai dẳng nhai hoài ngán lắm.",53,Trung lập
7287,"seon ho là gặp nạn, bên này là gặp nghiệp nha. tính chất nghiêm trọng khác nhau và phẩm chất đàn ông khác nhau luôn.",32,Không ủng hộ
7288,dispacth tiễn đi luôn rồi,7,Không ủng hộ
7289,giờ Kim Soo Hyun ảnh nói ảnh bot có bạn trai rồi mơi cú được ảnh thoi,18,Không liên quan
7290,"Nếu không có cũng bị ảnh hưởng tai tiếng, đức hạnh của ảnh phải cỡ âm trì địa ngục",21,Không ủng hộ
7291,Chúc bà kiếm được người yêu như Kim Paris,9,Không liên quan
7292,Khong mà cú tui tui bị oan,8,Trung lập
7293,Cố chấp đến thế là cùng. Giờ fan anh Kim Paris ngang ngửa Đom Đóm rồi đó,20,Không ủng hộ
7294,"Có người chỉ lỗi sai rồi nè mấy bé, lại đọc điii",14,Trung lập
7295,"Thứ nhất. Khi con mình gặp nguy nhất, tại sao gia đình không cứu con, mà lại đẩy nợ nần qua cho bạn trai? Chã lẽ nó đi diễn bạn năm không để tiền tiếc kiệm cất cho con hay sao?",49,Không ủng hộ
7296,Mấy má nói cho số điện thoại phóng viên ủa vậy chia tay rồi đăng hình lên chi : cũng có vừa đâu,23,Không ủng hộ
7297,"cái đáng trách là gia đình bả chứ ông kia chẳng sai gì. Nếu trách ổng cho số điện thoại pv thì nên thì bả cũng đăng ảnh lên khi ổng đang qc phim mới, lúc đó đã chia tay mấy năm rồi, tự làm tự chịu thôi.",57,Ủng hộ
7298,Tao thấy càng ngày câu chuyện càng lộ rõ gia đình Kim sae ron muốn cái gì á???,22,Trung lập
7299,Ê nói thiet luon á nói sợ bị chửi có gì cho mình xin lỗi mình thấy có vay thì có trả nếu không trả được thì nói với gia đình i sao nói với người yêu cũ chi,41,Không ủng hộ
7300,Không ý là nếu bà đó là người yêu cũ của người yêu hiện tại của bà thì bà chấp nhận được việc hết tình còn nghĩa hông. Chính bản thân mỗi người đều không muốn người yêu mình liên lạc với người yêu cũ mà ta,48,Không liên quan
7301,"Bé đó liên lạc với ông đó để thương lượng mà, chứ có nói không trả đâu. Đường cùng người ta mới up hình để tìm sự liên lạc chứ muốn bung là bung mấy tấm hình hơn vậy nữa rồi bạn",44,Trung lập
7302,ê mà thí dụ ổng có nymi rồi sao nhỉ người yêu cũ nt vậy thì nym ...,20,Trung lập
7303,ê ý là người ta nhờ,6,Không liên quan
7304,Người yêu cũ tao còn muốn báo công an kia kìa.,12,Không liên quan
7305,người ta đi làm nuôi cả gia đình đó biết không. vde ở đây không phải là không trả hay nhờ thằg Kim soo hyun trả vì nó là chủ công ty mà công ty đag ép trả nợ 1 lần hết. không trả đòi kiện. trog khi thừa biết người ta đag đườg cùg và đag tìm,71,Ủng hộ
7306,cách vực dậy để kiếm tiền trả nợ. người ta chỉ xin giãn nợ mong không kiện người ta để người ta có đg quay lại làm nghề để có tiền trả,35,Trung lập
7307,"Kim soo hyun chỉ là 1 trong những cổ đông chứ không phải người đứng đầu, dù có quyền đến đâu thì về tiền bạc sổ sách phải thông qua HĐQT mới được thực hiện chứ không tự quyết được, mấy vụ này cũng ngkh quyết định nè này là mình tìm hiểu được nè",59,Trung lập
7308,"cái này công ty có bộ phận riêng mà, làm chủ ai đâu mà để ý đến thời hạn vay này kia, bộ phận đó thấy quán hạn chưa trả thì gửi giấy báo thôi, như vay ngân hàng chưa tới kì trả nó đã zí sát đuýt chứ quá giờ",58,Trung lập
7309,toàn trẻ con bênh,4,Không ủng hộ
7310,22t bênh,3,Ủng hộ
7311,Lớn thể xác chưa lớn suy nghĩ,7,Không ủng hộ
7312,"Suy nghĩ con người khác nhau bạn ơi, tôi không giống bạn",14,Không liên quan
7313,"""thân xác người lớn tâm hồn trẻ con""",10,Không liên quan
7314,vẫn checon,3,Không liên quan
7315,mình trẻ con mà còn không ngấm nổi cái nết cha nội đs luôn á,16,Không ủng hộ
7316,Chúng nó bảo được câu bắt đi viếng thì tao kb chúng nó bao tuổi nữa,17,Không liên quan
7317,22t vẫn bênh bình thường,6,Trung lập
7318,mẹ tao bênh,3,Ủng hộ
7319,"Ê tao vẫn chưa thấy ảnh sai chỗ nào,đứa nào chỉ cho tao cái sai của ảnh đi",21,Trung lập
7320,"Bình tĩnh,chờ chồng lên tiếng chứ bình thường sao giờ=",14,Trung lập
7321,"ý thứ 3 sai chỗ nào má, người yêu cũ chứ có phải người yêu đâu, viếng hay không là tuỳ người chứ.",27,Trung lập
7322,- lúc chia tay rồi lên tiếng phủ nhận hẹn hò => không nhận người yêu cũ? - người yêu cũ tao mà làm phiền tao cũng làm thế - người yêu cũ chứ không phải cha má anh em họ hàng ruột thịt bạn bè mà phải đi viếng,52,Không ủng hộ
7323,vãi cả thế là người yêu đi mỗi cái vòng hoa hả mom,13,Không ủng hộ
7324,"???? người yêu nào ????? , lúc đó người yêu cũ, đọc timeline chưa",24,Trung lập
7325,ý của cậu nói là người yêu cũ có phải người yêu đâu mà đi viếng ý ạ,18,Trung lập
7326,Sai là do liên quan đến tièn bạc voiw người yêu cũ,15,Không ủng hộ
7327,trời ơi tiền bạc là của cổ với công ty và ông này là người đứng đầu nên cô nhắn xin gia hạn thôi má nói luôn là ông này cũng không cho cổ cơ hội đi làm để trả tiền,41,Không ủng hộ
7328,tao cũng vậy nữa mày = tao thấy hơi sai tí thôi chứ không sai lắm = sai chấp nhận được =,22,Trung lập
7329,Thiệt khog đến lỗi bị chửi như này,9,Trung lập
7330,Ảnh đâu sai. Ảnh đúng hết á. Anh nên có 1 đứa fan như mày,17,Ủng hộ
7331,Ê ý tao không phải fan của ảnh nhưng tao thấy ảnh không sai,14,Ủng hộ
7332,"ảnh sai đạo đức bạn ạ, thật ra xét về nhiều diện thì không đến nỗi chỉ trích như vậy nhưng mà kiểu mặc kệ người ta sống chết như thế thì hơi nhẫn tâm",36,Không ủng hộ
7333,Nhưng mà có lgi của nhau đâu mà phải để ý,12,Trung lập
7334,"Ém tiền lương, ém hạn nợ , leak số điện thoại cho phóng viên,vậy..vv tòi ra cả vụ ông này nói sulli nữa á",36,Không ủng hộ
7335,Biết vậy bảo bả nhắn tin cho bạn vay để vay tiền rồi : khổ thân quá,17,Không liên quan
7336,bả cũng đăng ảnh riêng lên str mà,9,Không ủng hộ
7337,"chia tay 2021, 2022 trả nợ giúp, 2024 gửi báo nợ, 2025 người yêu cũ tự sát cái bị đổ hết tội lên đầu ngang, chia tay xong phải bảo hành người yêu cũ trọn đời hả , nhẫn tâm phải nói tới gia đình Kim Sae Ron với cộng đồng mạng nha",62,Ủng hộ
7338,public tin nhắn + thông tin cá nhân cho nhà báo là sai nhất đấy,15,Không ủng hộ
7339,Sai nhất ở chỗ quen cô gái mới 15 tuổi,10,Không ủng hộ
7340,Gia đình hay bạn bè ai cũng biết hết á nhưng đợi cổ tự sát mới lên tiếng bảo vệ,20,Không ủng hộ
7341,nhưng hnhu cổ đâu có tự sát,8,Trung lập
7342,nghe bảo chế độ ăn uống thất thường chứ không phải tự sát,13,Trung lập
7343,Trước nghe bảo là sốc rượu…,8,Không liên quan
7344,Tin trước vậy thôi má :,6,Không liên quan
7345,Vtv 24 có lên tin là cảnh sát hàn quốc công bố “ chúng tôi nhận thấy cô ấy đã sử dụng hành động cực đoan “ rồi á bạn,31,Trung lập
7346,Ổng sai vì không nhận nhỏ này người yêu cũ thoy chớ tao chưa thấy nó sai ji lun...người yêu cũ mà bắt tử tế qa lại hả chời,34,Ủng hộ
7347,"Nếu bạn là nữ mình chúc bạn sẽ cưới và quen người như kim pari nha, thân ái",20,Không ủng hộ
7348,được dị cũng mừng á,5,Trung lập
7349,thế chúc bạn khi gặp khó khăn thì xin giúp từ Người yêu cũ nha xem có giúp không,19,Không ủng hộ
7350,"Dạ, chắc trong cuộc đời rồi sẽ gặp thôi. Trãi qua rồi mới tự đánh giá được.",21,Trung lập
7351,"thề tao gây tai nạn được người yêu cũ cho mượn tiền giải quyết tao cũng quỳ lạy mang ơn á,tại giờ người ta không cho cũng bình thường tại chia tay rồi thì còn dính líu gì tới đâu người ta cho mượn là đã giúp rồi á chứ có mấy thằng nó kệ luôn rồi làm gì nó giờ tao thấy Kim soo hyun như",69,Ủng hộ
7352,bạn có tìm hiểu kỷ chưa. Nói chuyện là quan trọng bạn phải tỉnh để nhận ra vấn đề sâu hơn nữa… cùng là nữ với nhau nên mình chẳng muốn nặng lời gì cả. Chúc bạn mnf thành công với những suy nghĩ hiện tại của bạn nha. Hãy nhìn xa hơn để hạnh phúc nha,65,Trung lập
7353,nhìn xa hơn để hạnh phúc là sao nữa má phải mà còn yêu đương mà làm vậy thì không đúng đằng này chia tay 4 năm trời rồi mà lo được như vậy còn muốn gì nữa,38,Ủng hộ
7354,Thôi ngoài đời mấy cha người yêu cũ còn tệ hơn gấp baonhiu lần ấy nên mấy má bớt sống cuộc sống màu hồng lại không mai mốt đời nó vả cho vài cái lại thấy bỡ ngỡ,41,Trung lập
7355,Ổng leak số điện thoại bả ra ngoài cho phóng viên làm bả bị khủng hoảng tâm lí,20,Không ủng hộ
7356,"về luật pháp thì không sai, nhưng về luật làm người thì sai rõ rành như vậy. nh con vẫn hỏi",24,Không ủng hộ
7357,Kể cả là tiền chẳng lẽ mày ép người ta đến chỗ tự sát à,15,Không ủng hộ
7358,Thử cho vay từng ấy tiền xem thấy con nợ sa sút đòi liền chứ không đòi đợi nó nghèo cạn tiền hẳn sao đòi. Phải tao 17 tỏi con không trả được thì ae bm phải trả thay chứ ở đấy mà chỉ trích.,50,Ủng hộ
7359,"Nó xa sút hay không thì nó vẫn đi làm trả nợ nhé nhưg cái đáng nói là leak số điện thoại cho phvien , dồn nó vào đường cùng kể cả quay lại đóng phim cũng không được nữa chứ nó quỵt thì lại đi một lẽ khác",53,Trung lập
7360,Thấy Sai mỗi cái leak số điện thoại ra ngoài th nhé,13,Trung lập
7361,ê tuia thấy bình thường ợ việc cap màn hinh đi gửi cho bạn bè ế tại tôi thấy đa số ai cũng vậy cả gái cả trai :,31,Trung lập
7362,nhưng người ta là người nổi tiếng nó ảnh hưởng đến sự nghiệp mà đây còn là gửi cho phóng viên : chứ những người bình thường như mình thì đã không phải chuyện lớn,35,Không ủng hộ
7363,nó gửi cho bạn ? nó gửi cho dispatch để cầu cứu nhưng bị vả nhé,17,Không ủng hộ
7364,"""Chia tay 3 năm rồi mà vẫn giúp trả nợ là quá tử tế luôn rồi chả biết ổng sai chỗ nào"" Đã đọc mấy tin ông này tức lắm rồi còn gặp mấy đứa này nữa",40,Ủng hộ
7365,"Ê tao trích lại lời chúng nó thôiiii, quan điểm tao là giống bà màaaaa",23,Không liên quan
7366,Tui cũng đang góp lời của tụi nó á chứ hông có nói bà đâu,15,Không liên quan
7367,nhỉ bà ơi bênh kiểu không thể chấp nhận nổi luôn sai lè lè ra mà vẫn còn đg bóc tiếp nữa bênh được vẫn chịu,27,Không ủng hộ
7368,"nhưg cho tao hỏi, yêu đương không muốn công khai là tội lớn lắm hả mọi người",20,Trung lập
7369,Yêu người chưa đủ 18 nên vậy á,8,Không ủng hộ
7370,"nhưg bên HQ chỉ đủ 13t được phép có quan hệ nếu tình nguyện á, luật bên đó khác mình nên người bên đó chỉ tính đủ 13 chứ không tính đủ 18 ấy",37,Trung lập
7371,Giới trẻ này suy nghĩ bị làm sao thế trời ơi. Hỏng hết tương lai,17,Không liên quan
7372,Chời ơi tui trích lại mấy comment trong video trước của tui thoiiii oan quá tui không bênh màaaaa,25,Trung lập
7373,Riêng hành vi ấu dâm với trẻ dưới vị thành niên đi tù mọt gông rồi em ah,19,Không ủng hộ
7374,"Thế mà mấy con còn bảo là bên hàn tuổi đó đủ tuổi rồi, dứoi 13 mới là vị thành niên:",29,Không ủng hộ
7375,Ổng bị phốt tại ổng là người nổi tiếng! Dị thui. Chứ bình thường chắc người yêu cũ mình khá hơn hả mấy bà :,29,Trung lập
7376,Nói thiệt người yêu cũ của mình .mình mong nó đừng liên lạc làm phiền mình là mừng hết lớn.đã hết là hết..không có lưu luyến gì trong đây.. còn cả cảm nhận nguoi yêu mới của mình nua..,52,Không liên quan
7377,Tui hỏi bà đúng 1 câu : nó lỡ trăm tuổi già mốt bà có gửi vòng hoa hôn,19,Không liên quan
7378,Tính tao dứt là dứt..giờ nó khó khăn cỡ nào cũng không phải chiện của mình..miễn đừng làm phiền mình là được..,31,Không ủng hộ
7379,Ê tao cũng thấy vậy bây ơi bây. Tao mà chiatay rồi tao còn ác hơn huống chi chia tay 4 năm rồi!,30,Không ủng hộ
7380,Sao toàn gặp mấy đứa ác vậy,7,Không liên quan
7381,Đúng vậy đó. Vậy mà tao đăng facebook nhiều đứa vào chỉ trích,14,Ủng hộ
7382,Hic. Tao comment bên facebook mà tụi n xúm dí chửi tao bạn ạ,16,Không liên quan
7383,"tội, tao nghĩ hùa theo ấy…tao đọc comment lúc nổi drama tao thấy tàn chửi nói tệ bạc không …không dám nói ý kiến mình luôn á",33,Trung lập
7384,làm như mấy má đó quen không chia tay vậy đó. Đây tao thấy ảnh quá tốt ấy. Tốt mới quen 6n. Xong chia tay anh vẫn cho mượn tiền mà . Còn nợ thì phải trả thôi,41,Ủng hộ
7385,Chỉ có người Việt mình hóng kiểu vậy chứ người Hàn họ bện Kim soo hyun mà,17,Trung lập
7386,Bênh đâu bạn,4,Không liên quan
7387,Bên Hàn người ta bênh anh Kim Paris thiệc nha tại Bà kia cũng gây ra nhiều chuyện mà,20,Ủng hộ
7388,Kim sae ron gặp nhiều bê bối mới ra cớ sợ như vầy mà cdm mới là người ép cổ vô con đg mang nợ không có việc làm. Giờ tính lôi 1 người nữa rồi đó,42,Không ủng hộ
7389,mong bạn sau này gặp người như ảnh mê quá vậy,11,Không ủng hộ
7390,Chịu mấy con mẹ cứ cho anh ấu dâm của mấy mẹ đúng,13,Không ủng hộ
7391,ờ đấy lạy luôn tối giờ lướt toàn thấy khen sai đẹp triêu:,16,Không liên quan
7392,"Mô phật thiệt sự,tai có lòi đâu mắt có chột đâu vẫn nghe được nhìn được mà không bình thường cái gì đúng cái gì sai mới hay cơ",31,Trung lập
7393,bênh bất chấp luôn,4,Ủng hộ
7394,"Vấn đề là ổng sai ,gia đình mà kia sai,cmđ mạng sai,vậy ai trả số nợ kia khi chị kia mất=> gia đình bả làm ầm cũng có phần này chứ chưa chắc muốn tốt cho con gái mình:",53,Không ủng hộ
7395,Tao thấy cũng bình thường chuyện nào ra chuyện đó. Yêu thì yêu chia tay lâu rồi. Nợ thì phải trả không lẽ cho tiền chùa ai cũng cho. Đồng quan điểm nha.,38,Trung lập
7396,Quan điểm của tao là Kim soo hyun tồi mà,10,Không ủng hộ
7397,"Có hẳn 1 trang ủng hộ, kiểu “ vẫn tin anh” , “ dù thế nào vẫn ủng hộ anh”. Tao đọc mà cái miệng tao giật liên hồi",33,Không ủng hộ
7398,Ý là không bênh nhưng mà bộ VN mình nhiều người chia tay xong cho người yêu cũ vay tiền rồi cho lun hả,25,Trung lập
7399,"khi quen tới 6 năm là phải hiểu cũng trải qua nhiều cái sóng gió rồi em . nếu là c , c không dồn ai tới mức phải tự sát . đòi tiền tới nhue vậy theo luật vn là phạm pháp rồi nha em",47,Không ủng hộ
7400,chị hợp với ảnh đó với thêm ảnh j97,10,Không liên quan
7401,hợp với ảnh thoiii j97 nhường mày đó.mắc gì lôi j97 vô liên quan dữ,20,Không liên quan
7402,nhưng mà yêu nhau tận 6 năm mà chia tay được 4 năm mà người yêu cũ gặp khó khăn không cảm thấy gì thật hả,26,Trung lập
7403,"không bà ơi vợ chồng lấy nhau còn chia tài sản mà, còn đây chia tay cũng lâu rồi đời nào người yêu cũ gặp khó khăn phải giúp đâu. Cái sai của Kim soo hyun là leak tn và",44,Không ủng hộ
7404,vậy mà bà vẫn bênh Kim Soo Hyun được nữa hả,11,Không ủng hộ
7405,bà này nói đúng ý tôi sau vụ này cũng bình thường ai là fan,15,Ủng hộ
7406,Ê tính ra tao không là fan mà tao đang tính làm anti lun á,16,Không ủng hộ
7407,Bà này không phải fan ổng đâu đừng hiểu lầm,10,Không liên quan
7408,Đrui,3,Không liên quan
7409,"tao cũng không hiểu , nhưng mà ở chỗ đi viếng thì trong giới nghệ sĩ ổng vẫn nên là gửi vòng hoa hay đi viếng chớ vậy thì không nên , ít ra còn có tình bạn diễn đồ chớ",41,Trung lập
7410,Quá cạn nghĩa,3,Không ủng hộ
7411,thôi hết cứu chị này,5,Không ủng hộ
7412,"Ê ý là trích lại mấy comment ở video tôi thối chứ quan điểm của tao là Kim soo hyun tệ mà, cú tuiiii",27,Không ủng hộ
7413,Người yêu cũ mà làm như vợ là người thân chung huyết thống,14,Không ủng hộ
7414,cho tui hỏi là bà kia gây tai nạn có chết người không? không theo dõi nên không biết,21,Trung lập
7415,ả này hài=,5,Không liên quan
7416,người ta xin thêm thời gian để trả dần cũng không phải là không trả chứ 12 tỉ cứ làm như lá cây cần phát là có để trả luôn ý,31,Trung lập
7417,"Tao thấy Kim soo hyun cũng sai nhưng không đến nỗi quá lên như vậy, người cần phải lên án là cái gia đình của Kim sae ron",31,Trung lập
7418,ối dời=,5,Không liên quan
7419,trừ cái ấu dâm là dễ đi tù nếu là thật ra thì mấy cái kia không sai luật pháp mà ổng sai luật làm người:,28,Không ủng hộ
7420,"tao xem tarot rồi, anh Kim Soo Hyun đúng nha",14,Trung lập
7421,không hiểu nổi tư tưởng của mấy bạn đó thế nào,11,Trung lập
7422,Mong là lên xu hướng chứ nhiều người bêng bất chấp thật,13,Trung lập
7423,"tao là người ngoài hóng drama này th, nhưng mà thấy vụ vay nợ nha, sau chia tay gần mấy năm vẫn hỗ trợ rồi thời gian đòi là sau đó 2 năm, trong luc đó cô kia còn bị dính drama đi chơi poker đi club các thứ nếu là",55,Trung lập
7424,"Chỗ tao con bé 15 tuổi 2 đứa con , con thằng nào còn không biết nữa",17,Không liên quan
7425,"Nếu thật thì ông này có tội duy nhất là yêu bà kia khi chưa đủ tuổi thôi còn lại nhà kia sai hết, khi sống bị chửi suốt giờ chơt rồi bị chính gia đình đem ra gỡ nợ ,kiếm tiền",47,Ủng hộ
7426,Về tình thì có thể sai chứ về lý thì không,11,Trung lập
7427,chúng mày cứ làm như người yêu cũ ntin cho cmay là cmay không cap gửi bạn cmay xem ý,24,Trung lập
7428,ê rồi sao cap tn với số điện thoại cho phóng viên,13,Không ủng hộ
7429,Sống tồi nên thế á,5,Không ủng hộ
7430,Chịu cái tụi “tam quan lệch lạc “ này,10,Không ủng hộ
7431,xin loi bà nha tui cũng nghĩ giống vậy á,11,Ủng hộ
7432,ấu dâm lsao ạ,5,Không liên quan
7433,sự cố chấp của các fan đây sao,8,Không ủng hộ
7434,Hôm qua giờ tao cũng quạu với cái kiểu niềm tin này.,14,Trung lập
7435,Mấy đứa comment trong video tao là thế đó,9,Không liên quan
7436,chuẩn qá shop ưii,6,Không liên quan
7437,nhưng mà là gì ạ,5,Không liên quan
7438,ấu dâm á bạn,4,Không ủng hộ
7439,Tao vẫn tin ảnh tao không mê trai nhưng mà có 1 niềm tin,14,Trung lập
7440,Nghe đao đớn,4,Trung lập
7441,Ê mặc dù người yêu cũ hl thật nhưng mà đâu đến nỗi đk,15,Trung lập
7442,dù Kim Sae Ron có sai tao vẫn bênh:,12,Không ủng hộ
7443,Thiệt nha… hóng mấy ngày vẫn chưa biết sai ở đâu,12,Trung lập
7444,"chuyện nghe từ 1 phía, chính người trong cuộc chưa lên tiếng thì đừng vội bây ơi",19,Trung lập
7445,"tao comment mà tụi nó comment y chang, cạn lời",11,Không liên quan
7446,Tự nhiên thấy cũng thuyết phục,6,Trung lập
7447,Kim soo hyun tệ thì thui lun nhé vậy mà cũng nhiều người bênh quá,16,Không ủng hộ
7448,tao đọc nguyên cái comment là tao bình thường rất nhiều người không hiểu ý chị này rồi đó,19,Trung lập
7449,sai là chia tay vẫn cho người yêu cũ vay tiền á ước gì người yêu cũ tao cũng cho tao vay tiền vầy,24,Trung lập
7450,Mấy ông/bà thì suốt ngày chê người yêu cũ này nọ. Giờ lại bắt người ta fai y thương người củ. người củ ấy fai đến. Trong khi họ tự sát.,40,Không liên quan
7451,không đọc kĩ xém chửi chủ video rồi,8,Trung lập
7452,Bà không sợ bị tụi nó giản đạo lý à.. tui comment có chút mà tràn vào như người trong cuộc vậy á,24,Không liên quan
7453,sai mỗi tiết lộ số điện thoại còn lại tao thấy ổng không sai ykr,17,Trung lập
7454,cầu cho những bạn bênh Kim soo hyun sẽ có 1 Kim soo hyun trong đời mình,17,Không ủng hộ
7455,"Anh sai vì người nổi tiếng không được vậy thôi , còn người bình thường mà chồng mấy bà đi chửi còn lưu số người yêu cũ hay like ảnh phát thì nó cho bay màu",36,Không ủng hộ
7456,Nói thật mấy đứa bênh chứng tỏ tụi nó chưa sẵn sàng để làm cha mẹ đâu:,19,Không ủng hộ
7457,Phải có 1 anh người yêu như vậy bạn mới tỉnh,11,Không liên quan
7458,khổ thân chồng tao đã giúp rồi còn chả được gì bình thường thế từ đầu giúp làm gì chồng oiii,22,Ủng hộ
7459,"đúng nha, tao cũng thấy vậy. Tự nhiên thành người có lỗi ngang. Không phải fan mà đọc thấy cấn cực kì",25,Ủng hộ
7460,Cái sai lớn nhất là yêu lúc bạn kia là trẻ vị thành niên ấy,15,Không ủng hộ
7461,Bình thường hoá idol cũng là người thường không phải bồ tát cũng không ưa người yêu cũ,18,Trung lập
